id,name,age,position,club,league,minutes,appearances,goals,assists,xG,xA,shots,shots_on_target,key_passes,passes_per90,pass_accuracy_pct,dribbles_per90,tackles_per90,interceptions_per90,yellow_cards,red_cards,clean_sheets,market_value_eur
689,Assane Dioussé,19,MF,Saint-Étienne,Ligue 1,1345,12,1,0,0.9,0.5,0,3,846,0,84.5,16,26,19,4,0,0,5000000
1040,Romain Hamouma,30,"FW,MF",Saint-Étienne,Ligue 1,1847,3,5,3,7.9,3.1,6,18,645,0.15,70.7,33,15,14,4,0,0,2500000
1078,Hernani,23,"MF,FW",Saint-Étienne,Ligue 1,545,5,3,0,0.9,1.3,1,6,304,0,74.3,17,16,5,2,3,0,4000000
1177,Saidy Janko,21,"DF,MF",Saint-Étienne,Ligue 1,1422,16,0,0,0.1,0.7,0,2,767,0,76,32,33,12,5,0,0,3000000
299,Davide Biraschi,23,DF,Genoa,Serie A,1796,65,0,1,0.6,0.4,0,0,1011,0.05,76.4,30,37,26,2,0,0,1200000
1494,Cheikh M'Bengue,29,DF,Saint-Étienne,Ligue 1,488,15,0,1,0,0.2,0,1,211,0.18,74.9,0,7,10,2,0,0,2000000
1496,Yann M'Vila,27,MF,Saint-Étienne,Ligue 1,1479,39,0,0,0.1,0.1,0,0,1276,0,86.2,8,20,28,1,0,0,8000000
1508,Habib Maïga,21,"MF,DF",Saint-Étienne,Ligue 1,707,2,1,0,0.3,1.3,0,1,369,0,75.3,20,25,19,2,0,0,1200000
1693,Kévin Monnet-Paquet,28,"FW,MF",Saint-Étienne,Ligue 1,1764,12,2,2,4.3,2,4,9,667,0.1,75.6,33,25,13,0,0,0,2000000
1722,Jessy Moulin,31,GK,Saint-Étienne,Ligue 1,305,0,0,0,0,0,0,0,98,0,58.2,0,0,1,1,0,1,25000
1820,Paul-Georges Ntep,25,"FW,MF",Saint-Étienne,Ligue 1,512,1,1,1,0.3,0.4,0,3,200,0.18,66.5,4,8,2,2,0,0,4000000
1887,Vincent Pajot,26,MF,Saint-Étienne,Ligue 1,1290,26,2,2,1.7,1.1,3,5,556,0.14,76.3,7,17,15,5,1,0,2500000
707,Mauro dos Santos,28,DF,Leganés,La Liga,986,40,0,0,0.1,0,0,1,328,0,72,1,16,9,3,0,0,1200000
1970,Ronaël Pierre-Gabriel,19,DF,Saint-Étienne,Ligue 1,1171,14,0,0,0.1,0.3,0,3,602,0,79.9,19,39,11,2,1,0,4000000
1651,Per Mertesacker,32,DF,Arsenal,Premier League,366,21,1,0,0.3,0,0,2,242,0,91.7,0,2,3,0,0,0,1000000
2157,Stéphane Ruffier,30,GK,Saint-Étienne,Ligue 1,3113,1,0,0,0,0,0,0,888,0,63.9,0,0,0,1,1,12,5000000
2303,Gabriel Silva,26,DF,Saint-Étienne,Ligue 1,2078,42,1,1,0.6,0.9,0,3,1059,0.04,77.3,23,22,34,2,1,0,2500000
2424,Oussama Tannane,23,"FW,MF",Saint-Étienne,Ligue 1,208,0,0,1,1,0.5,2,6,99,0.43,69.7,9,10,4,1,0,0,1500000
694,Berat Djimsiti,24,DF,Benevento,Serie A,2700,171,0,1,1.3,0.5,1,2,1636,0.03,87.4,10,30,32,2,0,0,1000000
1421,Igor Lewczuk,32,DF,Bordeaux,Ligue 1,438,10,0,0,0,0.7,0,0,185,0,77.3,0,11,5,3,0,0,1000000
843,Mike Frantz,30,MF,Freiburg,Bundesliga,1041,13,0,1,0.9,0.9,3,5,278,0.09,69.4,10,20,9,0,0,0,1500000
242,Vid Belec,27,GK,Sampdoria,Serie A,180,1,0,0,0,0,0,0,86,0,81.4,0,0,0,0,0,0,1700000
324,Federico Bonazzoli,20,FW,Sampdoria,Serie A,28,0,0,0,0,0,0,0,14,0,85.7,1,0,1,0,0,0,1500000
435,Leonardo Capezzi,22,MF,Sampdoria,Serie A,214,0,0,1,0,0.8,0,0,132,0.42,78,0,8,3,0,0,0,1200000
438,Gianluca Caprari,24,"FW,MF",Sampdoria,Serie A,1809,3,5,3,7.8,3.2,7,25,676,0.15,74.7,104,21,7,5,2,0,7500000
1329,Dawid Kownacki,20,FW,Sampdoria,Serie A,823,5,5,2,3,1,1,12,272,0.22,73.5,17,9,1,0,0,0,7000000
360,Petar Brlek,23,MF,Genoa,Serie A,232,1,0,0,0.1,0.2,0,1,109,0,80.7,2,6,0,1,0,0,1500000
936,Connor Goldson,24,DF,Brighton,Premier League,200,6,0,0,0.1,0,0,1,88,0,72.7,0,3,1,1,0,0,1000000
1747,Nicola Murru,22,DF,Sampdoria,Serie A,1449,44,0,1,0.1,1.3,0,0,843,0.06,74.3,13,44,16,4,0,0,4000000
763,Oghenekaro Etebo,21,MF,Las Palmas,La Liga,1215,8,0,0,0.6,0.3,1,3,633,0,83.4,16,17,19,3,0,0,1500000
2021,Christian Puggioni,36,GK,Sampdoria,Serie A,810,0,0,0,0,0,0,0,281,0,72.2,0,0,0,0,0,2,30000
2028,Fabio Quagliarella,34,FW,Sampdoria,Serie A,2719,17,19,5,16.7,5.5,6,37,639,0.17,65.1,46,13,8,4,0,0,2000000
2049,Gastón Ramírez,26,"MF,FW",Sampdoria,Serie A,2214,30,3,6,3.9,5.2,5,20,1100,0.24,70.8,93,40,12,9,0,0,10000000
2069,Vasco Regini,26,DF,Sampdoria,Serie A,1077,60,0,0,0.1,0.1,1,0,679,0,86,12,13,5,2,0,0,1800000
2193,Jacopo Sala,25,DF,Sampdoria,Serie A,992,28,0,0,0.1,0.3,0,0,752,0,83.9,10,23,6,1,1,0,1500000
1118,Uwe Hünemeier,31,DF,Brighton,Premier League,18,3,0,0,0,0,0,0,5,0,20,0,3,0,0,0,0,1000000
2471,Lucas Torreira,21,MF,Sampdoria,Serie A,3180,43,4,1,1.6,1.9,2,10,2288,0.03,84.7,55,105,55,6,0,0,30000000
1174,Matty James,26,MF,Leicester City,Premier League,993,22,0,0,1,0.1,0,1,431,0,81.4,13,17,18,2,0,0,1500000
2571,Emiliano Viviano,31,GK,Sampdoria,Serie A,2430,1,0,0,0,0,0,0,789,0,65.7,0,0,0,2,0,6,2000000
2658,Duván Zapata,26,FW,Sampdoria,Serie A,2108,19,11,3,8.8,3.6,1,23,593,0.13,66.8,56,11,6,1,0,0,20000000
440,Marco Capuano,25,DF,Cagliari,Serie A,690,19,0,0,0.2,0.1,0,0,390,0,76.7,1,14,5,2,0,0,1000000
16,Claud Adjapong,19,"DF,MF",Sassuolo,Serie A,1220,30,0,0,0.6,0.7,2,3,514,0,70,25,29,11,5,1,0,4000000
153,Khouma Babacar,24,FW,Sassuolo,Serie A,750,3,2,1,3.3,1,1,4,140,0.12,81.4,4,11,1,0,0,0,8000000
270,Domenico Berardi,22,FW,Sassuolo,Serie A,2296,14,4,2,8.9,5.2,10,23,979,0.08,66.1,60,30,13,8,1,0,18000000
476,Emanuel Cecchini,20,"MF,DF",Málaga,La Liga,30,1,0,0,0,0,0,0,18,0,88.9,1,3,0,1,0,0,1500000
1594,José Mauri,21,MF,Milan,Serie A,13,0,0,0,0.1,0,0,1,12,0,91.7,0,0,0,0,0,0,1500000
534,Andrea Consigli,30,GK,Sassuolo,Serie A,3316,0,0,0,0,0,0,0,1044,0,66.1,0,0,0,2,0,10,5000000
634,Cristian Dell'Orco,23,DF,Sassuolo,Serie A,421,23,0,0,0,0.1,0,0,186,0,64,4,4,4,0,0,0,1000000
1338,Rene Krhin,27,MF,Nantes,Ligue 1,1313,37,1,0,1.7,0.1,2,3,511,0,83.6,6,16,18,5,0,0,1500000
783,Diego Falcinelli,26,FW,Sassuolo,Serie A,1314,4,2,1,5,0.4,3,13,246,0.07,67.9,18,7,1,2,0,0,3800000
895,Marcello Gazzola,32,DF,Sassuolo,Serie A,739,29,0,0,0,0.3,0,0,461,0,74,8,8,3,1,0,0,40000
31,Arlind Ajeti,23,"DF,MF",Crotone,Serie A,1271,86,0,1,0.7,1.1,1,0,365,0.07,78.4,10,41,13,7,0,0,1000000
439,Marco Capuano,25,DF,Crotone,Serie A,1407,100,0,0,0.2,0,0,1,615,0,80.2,8,22,12,4,2,0,1000000
631,Damien Delaney,36,DF,Crystal Palace,Premier League,96,2,0,0,0,0,0,0,42,0,71.4,0,2,1,0,0,0,1000000
1429,Pol Lirola,19,"DF,MF",Sassuolo,Serie A,2025,68,0,2,0.2,2,0,2,941,0.09,67.6,47,32,14,2,0,0,7500000
1500,Francesco Magnanelli,32,MF,Sassuolo,Serie A,2494,62,0,0,0.3,1.4,0,1,1674,0,81.3,17,57,32,11,4,0,80000
1589,Alessandro Matri,32,FW,Sassuolo,Serie A,914,5,3,0,7.3,0.7,2,10,198,0,72.2,18,4,2,1,0,0,50000
1238,Dominik Kaiser,28,"MF,DF",RB Leipzig,Bundesliga,277,7,0,0,0.2,0.3,1,1,167,0,69.5,1,7,1,0,0,0,1500000
1678,Simone Missiroli,31,MF,Sassuolo,Serie A,2918,64,1,1,2.3,2.5,5,7,1263,0.03,75.2,35,70,44,4,0,0,2200000
1927,Gianluca Pegolo,36,GK,Sassuolo,Serie A,104,0,0,0,0,0,0,0,38,0,42.1,0,0,0,0,0,0,15000
1936,Federico Peluso,33,DF,Sassuolo,Serie A,2594,106,1,1,1,0.8,3,2,1143,0.03,71.1,12,54,33,10,0,0,80000
1969,Nicholas Pierini,18,"FW,MF",Sassuolo,Serie A,43,1,0,0,0,0,0,0,19,0,84.2,2,1,1,0,0,0,40000
1994,Matteo Politano,23,FW,Sassuolo,Serie A,2812,13,10,4,9.7,6.4,10,34,1092,0.13,64.7,121,30,13,1,0,0,22000000
2042,Antonino Ragusa,27,"FW,MF",Sassuolo,Serie A,825,5,0,1,2.7,0.8,2,6,267,0.11,68.9,24,20,8,6,0,0,1500000
2123,Rogério,19,"DF,MF",Sassuolo,Serie A,910,17,0,0,0.1,0.4,0,1,427,0,70,27,22,7,4,0,0,2000000
2249,Gianluca Scamacca,18,FW,Sassuolo,Serie A,23,0,0,0,0.1,0.5,0,0,17,0,70.6,0,0,0,0,0,0,80000
1901,Rubén Pardo,24,MF,Real Sociedad,La Liga,222,1,0,1,0,0.5,0,0,139,0.41,78.4,5,3,3,0,1,0,1500000
1816,Vincent Nogueira,29,MF,Strasbourg,Ligue 1,65,1,0,0,0,0,0,0,43,0,81.4,1,0,0,0,0,0,1500000
378,Guido Burgstaller,28,FW,Schalke 04,Bundesliga,2324,7,11,4,8.7,5.1,4,26,556,0.15,70.7,87,15,9,8,0,0,13000000
414,Daniel Caligiuri,29,"DF,MF",Schalke 04,Bundesliga,2917,53,6,10,4.6,4.7,2,16,1786,0.31,69.8,91,97,49,4,0,0,7500000
525,Coke,30,MF,Schalke 04,Bundesliga,2,0,0,0,0,0,0,0,2,0,100,26,0,0,1,0,0,2000000
657,Franco Di Santo,28,"FW,MF",Schalke 04,Bundesliga,1654,23,3,1,3.7,1.8,5,14,483,0.05,67.3,27,13,2,4,0,0,2500000
753,Breel Embolo,20,"FW,MF",Schalke 04,Bundesliga,919,6,3,0,3.8,0.2,2,11,212,0,75.5,53,19,3,4,0,0,18000000
779,Ralf Fährmann,28,GK,Schalke 04,Bundesliga,3015,0,0,0,0,0.2,0,0,916,0,63.9,0,1,0,1,0,12,13000000
149,Karim Azamoum,27,MF,Troyes,Ligue 1,2278,43,1,0,1.4,2,3,7,953,0,69.7,23,64,23,5,1,0,1500000
1045,Amine Harit,20,"MF,FW",Schalke 04,Bundesliga,2043,4,3,3,3.1,4.5,2,9,769,0.13,81.1,103,28,17,3,0,0,25000000
2167,Marco Russ,31,DF,Eint Frankfurt,Bundesliga,1145,93,1,0,0.4,0.1,1,4,562,0,83.5,5,16,19,3,0,0,1000000
720,Óscar Duarte,28,DF,Espanyol,La Liga,990,35,0,0,1,0,0,1,497,0,75.3,2,9,7,1,0,0,1000000
953,Jérôme Gondorf,29,"MF,FW",Werder Bremen,Bundesliga,797,10,1,1,1.3,0.7,0,2,269,0.11,67.7,9,11,6,4,0,0,1500000
1657,Max Meyer,21,MF,Schalke 04,Bundesliga,1727,19,0,0,0.2,0.4,0,2,1059,0,88.4,15,38,33,6,0,0,18000000
1769,Naldo,28,DF,Espanyol,La Liga,920,48,0,0,0.1,0.1,0,0,436,0,81,3,10,9,2,0,0,1000000
1821,Alexander Nübel,20,GK,Schalke 04,Bundesliga,45,0,0,0,0,0,0,0,22,0,68.2,0,0,0,0,0,0,50000
1836,Bastian Oczipka,28,"DF,MF",Schalke 04,Bundesliga,2320,30,0,2,0.7,3.6,3,3,1422,0.08,72.6,77,56,21,2,0,0,7000000
1981,Marko Pjaca,22,"FW,MF",Schalke 04,Bundesliga,260,1,2,0,0.6,0,0,4,61,0,67.2,13,7,1,0,0,0,15000000
2068,Fabian Reese,19,"FW,MF",Schalke 04,Bundesliga,75,0,0,0,0.2,0,0,0,23,0,78.3,1,2,0,0,0,0,75000
2265,Alessandro Schöpf,23,"DF,MF",Schalke 04,Bundesliga,808,21,0,0,0.3,0.6,0,3,412,0,76.2,21,28,10,3,0,0,5000000
2217,Sergio Sánchez,31,DF,Espanyol,La Liga,102,2,0,0,0.1,0,0,0,40,0,75,0,4,0,1,0,0,1000000
2439,Cedric Teuchert,20,"MF,FW",Schalke 04,Bundesliga,34,0,0,0,1,0,0,2,10,0,70,2,0,0,0,0,0,1500000
61,José Alonso Lara,17,FW,Sevilla,La Liga,9,0,0,0,0,0,0,0,4,0,75,1,0,0,0,0,0,50000
107,Guilherme Arana,20,DF,Sevilla,La Liga,193,4,0,0,0,0.1,0,0,130,0,82.3,1,0,2,0,0,0,5000000
815,Sam Field,19,MF,West Brom,Premier League,537,5,1,0,0.4,0.2,0,1,174,0,67.2,9,14,11,3,0,0,1500000
250,Wissam Ben Yedder,26,FW,Sevilla,La Liga,1701,1,9,3,10.6,2.4,3,26,460,0.16,77.6,29,7,6,2,2,0,28000000
444,Lionel Carole,26,DF,Sevilla,La Liga,540,11,0,1,0.1,0.1,0,1,343,0.17,79.3,11,9,9,0,0,0,3000000
956,Bruno González,27,DF,Getafe,La Liga,1543,75,0,2,0.4,0.2,2,0,381,0.12,65.4,0,22,16,5,0,0,1000000
542,Sébastien Corchia,26,DF,Sevilla,La Liga,820,15,0,1,0.5,0.5,0,3,390,0.11,74.9,14,15,9,4,0,0,4000000
554,Joaquín Correa,22,"FW,MF",Sevilla,La Liga,1189,7,1,2,1.7,1.8,4,6,495,0.15,79.6,59,12,7,5,0,0,10000000
759,Sergio Escudero,27,DF,Sevilla,La Liga,2333,32,0,2,1.3,1.1,1,4,1590,0.08,77,33,59,44,10,0,0,7500000
808,Carlos Fernández,21,FW,Sevilla,La Liga,135,0,1,0,0.7,0.1,0,2,35,0,74.3,0,1,0,0,0,0,1000000
875,Ganso,27,MF,Sevilla,La Liga,515,1,2,1,1.1,0.7,0,3,327,0.17,81.7,8,13,6,0,0,0,2000000
900,Johannes Geis,23,"DF,MF",Sevilla,La Liga,680,20,0,1,0.2,0.4,1,2,381,0.13,82.7,0,21,6,0,0,0,5000000
2566,Nicolas Viola,27,MF,Benevento,Serie A,1850,15,2,6,2.1,3.2,4,14,1283,0.29,78.2,56,38,14,2,2,0,1400000
1381,Borja Lasso,23,MF,Sevilla,La Liga,53,0,0,0,0,0.1,0,0,35,0,71.4,0,2,0,0,0,0,1000000
1387,Miguel Layún,29,DF,Sevilla,La Liga,1187,31,2,0,1.3,1.8,0,5,651,0,74.2,11,23,12,4,0,0,5000000
209,Andrea Barzagli,36,DF,Juventus,Serie A,1447,52,0,1,0,0.4,1,0,1264,0.06,92.1,4,25,9,2,0,0,1000000
1558,Dominic Maroh,30,DF,Köln,Bundesliga,914,71,0,0,0.1,0.2,1,1,475,0,86.5,4,20,14,0,0,0,1000000
629,Alessandro Deiola,21,MF,Cagliari,Serie A,449,11,0,0,0.7,0.5,0,2,148,0,70.3,7,9,6,3,0,0,1300000
1698,Walter Montoya,24,FW,Sevilla,La Liga,75,1,0,0,0,0,0,0,26,0,65.4,1,0,0,0,0,0,4000000
1742,Luis Muriel,26,FW,Sevilla,La Liga,1610,2,7,2,7.4,2.2,3,22,439,0.11,72.2,53,12,5,4,0,0,12000000
1784,Jesús Navas,31,"FW,DF",Sevilla,La Liga,1765,20,1,1,1.4,3.5,3,6,954,0.05,70.5,26,27,12,2,0,0,5000000
1817,Nolito,30,"FW,MF",Sevilla,La Liga,1599,9,4,5,4.6,3.9,2,18,654,0.28,70.6,61,39,9,4,0,0,5000000
1827,Steven Nzonzi,28,MF,Sevilla,La Liga,2216,37,1,1,1.9,1.6,1,5,1839,0.04,87.1,18,30,17,2,0,0,30000000
1595,Maurício,28,DF,Lazio,Serie A,5,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,0,1000000
1980,Guido Pizarro,27,MF,Sevilla,La Liga,1755,36,1,0,0.6,0.8,0,3,1227,0,85,21,61,25,9,0,0,7500000
2050,Sandro Ramírez,22,"FW,MF",Sevilla,La Liga,721,1,0,1,2.3,0.5,1,10,262,0.12,77.9,6,6,6,0,0,0,10000000
2090,Sergio Rico,23,GK,Sevilla,La Liga,2157,0,0,0,0,0,0,0,512,0,66,0,0,0,2,0,9,12000000
2241,Pablo Sarabia,25,"FW,MF",Sevilla,La Liga,2394,12,6,5,6.6,5.8,6,27,1155,0.19,72.7,38,19,27,8,2,0,20000000
2343,David Soria,24,GK,Sevilla,La Liga,1263,1,0,0,0,0,0,0,284,0,69,0,0,0,1,0,5,4000000
2533,Franco Vázquez,28,MF,Sevilla,La Liga,1831,11,4,4,6.1,4.9,4,12,908,0.2,72.9,46,34,15,5,0,0,7500000
141,Charlie Austin,28,FW,Southampton,Premier League,1037,8,7,0,7.9,0.2,3,24,235,0,71.1,11,5,1,2,0,0,10000000
253,Yohan Benalouane,30,DF,Leicester City,Premier League,90,4,0,0,0.1,0,0,1,34,0,55.9,0,5,2,0,0,0,1000000
284,Ryan Bertrand,27,DF,Southampton,Premier League,3135,50,0,4,1.8,2.7,3,4,1921,0.11,75.7,42,39,34,2,0,0,20000000
337,Sofiane Boufal,23,"FW,MF",Southampton,Premier League,1219,3,2,2,1.8,1.4,1,6,568,0.15,72.2,100,34,7,1,0,0,12000000
449,Guido Carrillo,26,FW,Southampton,Premier League,450,3,0,1,0.5,0.8,1,4,118,0.2,66.1,2,7,0,0,0,0,15000000
566,Lassana Coulibaly,21,MF,Angers,Ligue 1,839,5,1,1,1.3,0.7,4,4,315,0.11,78.4,25,23,8,1,0,0,1250000
2501,Axel Tuanzebe,19,FW,Manchester Utd,Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000
833,Fraser Forster,29,GK,Southampton,Premier League,1800,2,0,0,0,0,0,0,432,0,48.8,0,0,0,0,0,4,15000000
857,Manolo Gabbiadini,25,"FW,MF",Southampton,Premier League,1081,4,5,0,2.4,0.8,0,10,204,0,71.1,9,8,5,2,0,0,12000000
570,Nicolas Cozza,18,"DF,MF",Montpellier,Ligue 1,578,5,1,2,0.2,0.1,0,1,317,0.31,71,15,24,9,2,0,0,1000000
1403,Mario Lemina,23,MF,Southampton,Premier League,1720,31,1,1,0.8,0.4,3,5,1002,0.05,86.1,54,55,25,2,0,0,15000000
1448,Shane Long,30,FW,Southampton,Premier League,1582,25,2,1,4.9,1.4,0,13,418,0.06,64.4,12,18,10,6,0,0,7000000
1617,Alex McCarthy,27,GK,Southampton,Premier League,1620,0,0,0,0,0,0,0,355,0,45.4,0,0,0,2,0,4,2500000
1621,Sam McQueen,22,"DF,FW",Southampton,Premier League,148,3,0,0,0,0.2,0,0,78,0,70.5,3,5,2,0,0,0,1000000
1968,Jérémy Pied,28,DF,Southampton,Premier League,180,5,0,1,0.1,0.4,0,0,123,0.5,79.7,3,9,7,0,0,0,2500000
2066,Nathan Redmond,23,"FW,MF",Southampton,Premier League,1945,11,1,3,2.3,3.6,1,15,856,0.14,72,78,27,13,3,0,0,18000000
2135,Oriol Romeu,25,MF,Southampton,Premier League,2897,56,1,0,2,1.2,0,3,1869,0,82,13,89,51,11,0,0,12000000
2314,Josh Sims,20,"FW,MF",Southampton,Premier League,163,0,0,0,1.1,0.1,3,5,65,0,75.4,6,3,2,0,0,0,75000
2333,Cédric Soares,25,DF,Southampton,Premier League,2794,48,0,3,0.7,3.1,1,4,1722,0.1,71.6,20,48,18,3,0,0,15000000
531,Marvin Compper,32,DF,RB Leipzig,Bundesliga,90,3,0,0,0,0,0,0,61,0,90.2,0,1,2,0,0,0,1000000
2425,Matt Targett,21,DF,Southampton,Premier League,166,4,0,0,0,0.2,0,0,107,0,68.2,2,4,3,0,0,0,3000000
1552,Jordan Marié,25,MF,Dijon,Ligue 1,1885,20,1,0,1,0.8,3,2,921,0,81.8,18,61,35,5,0,0,1250000
1768,Naldo,34,DF,Schalke 04,Bundesliga,3060,238,7,2,3.4,1,3,19,1626,0.06,86.6,10,56,33,5,0,0,1000000
97,Mirco Antenucci,32,FW,SPAL,Serie A,2571,11,11,4,8.7,2.1,7,21,647,0.14,73.4,65,17,13,1,0,0,1500000
323,Federico Bonazzoli,20,FW,SPAL,Serie A,176,2,0,0,0.5,0,0,2,38,0,76.3,4,3,0,0,0,0,1500000
333,Marco Borriello,35,FW,SPAL,Serie A,773,4,1,0,1.2,0.8,1,4,161,0,74.5,9,4,1,6,0,0,40000
447,Daniel Carriço,28,DF,Sevilla,La Liga,461,17,0,0,0.2,0,1,0,243,0,85.2,0,6,5,1,0,0,1000000
561,Filippo Costa,22,"DF,MF",SPAL,Serie A,1473,35,0,1,0.4,0.8,0,0,750,0.06,65.6,32,25,16,4,0,0,1000000
834,Steven Fortes,25,DF,Toulouse,Ligue 1,155,5,0,0,0,0,0,0,77,0,77.9,1,2,1,1,0,0,1000000
715,Boukary Dramé,32,"DF,MF",SPAL,Serie A,95,1,0,0,0,0,0,0,58,0,77.6,1,3,0,0,0,0,40000
824,Sergio Floccari,35,"FW,MF",SPAL,Serie A,883,7,3,0,3.6,0.4,1,6,258,0,76.4,24,17,2,0,0,0,30000
949,Alfred Gomis,23,GK,SPAL,Serie A,2261,0,0,0,0,0.1,0,0,763,0,57.4,0,0,0,0,0,3,3000000
2094,Nicola Rigoni,26,MF,Chievo,Serie A,933,20,0,0,0.4,0.2,1,1,422,0,81.5,5,31,9,3,0,0,1200000
1391,Manuel Lazzari,23,"DF,MF",SPAL,Serie A,3116,57,2,1,1.3,2.1,2,4,1537,0.03,77.4,141,56,21,4,0,0,6000000
1480,Everton Luiz,29,MF,SPAL,Serie A,642,7,0,0,0,0.1,0,0,236,0,82.2,13,24,6,5,0,0,2000000
1545,Gabriele Marchegiani,21,GK,SPAL,Serie A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000
1591,Federico Mattiello,22,DF,SPAL,Serie A,2204,48,0,0,0.8,0.6,2,4,894,0,76,53,77,49,7,2,0,2500000
1647,Alex Meret,20,GK,SPAL,Serie A,1158,0,0,0,0,0,0,0,357,0,58,0,0,0,0,0,4,12000000
2252,Pasquale Schiattarella,30,MF,SPAL,Serie A,1990,28,1,3,0.8,4,1,3,1180,0.14,79.6,46,43,14,12,0,0,1200000
1896,Alberto Paloschi,27,FW,SPAL,Serie A,2184,9,7,0,7.1,0.9,0,12,407,0,71.7,25,11,5,2,0,0,3500000
1121,Emerson Hyndman,21,MF,Bournemouth,Premier League,58,0,0,0,0,0,0,0,26,0,88.5,0,0,3,0,0,0,1000000
925,Jimmy Giraudon,25,DF,Troyes,Ligue 1,2093,82,0,0,0.4,0.1,0,2,971,0,78.5,1,17,28,4,1,0,1000000
413,Fabrizio Caligara,17,MF,Cagliari,Serie A,18,0,0,0,0,0,0,0,5,0,100,2,0,0,1,0,0,1000000
2296,Vincent Sierro,21,"MF,FW",Freiburg,Bundesliga,213,0,0,0,0.3,0.1,1,1,73,0,63,4,9,3,0,0,0,1000000
94,Gabriele Angella,28,DF,Udinese,Serie A,893,80,0,0,0.2,0,0,1,494,0,82.6,2,18,13,3,0,0,1000000
2277,Rúben Semedo,23,"DF,MF",Villarreal,La Liga,229,14,0,0,0,0,0,0,87,0,87.4,1,6,4,0,0,0,1000000
2093,Luca Rigoni,32,"MF,FW",Genoa,Serie A,1574,14,2,2,3.8,2,2,10,554,0.11,79.4,14,37,14,5,0,0,1000000
2570,Federico Viviani,25,MF,SPAL,Serie A,2480,24,3,3,3.3,4.4,3,14,1756,0.11,80,33,69,40,9,0,0,3500000
877,Aleix García,20,MF,Girona,La Liga,863,8,1,0,0.4,1.1,0,3,549,0,79.1,10,16,11,3,0,0,1000000
21,Ibrahim Afellay,31,MF,Stoke City,Premier League,166,0,0,0,0,0,0,0,81,0,86.4,1,2,2,1,0,0,1500000
371,Marcel Büchel,26,MF,Hellas Verona,Serie A,1696,42,0,0,0.2,0.3,0,2,843,0,76.7,35,43,24,9,0,0,1000000
221,Moritz Bauer,25,"DF,MF",Stoke City,Premier League,1306,25,0,0,0.3,1.2,0,1,458,0,59.8,18,27,8,4,0,0,5000000
269,Saido Berahino,23,FW,Stoke City,Premier League,494,2,0,1,2.1,0.7,1,3,95,0.18,72.6,4,2,1,0,0,0,8000000
387,Jack Butland,24,GK,Stoke City,Premier League,3150,5,0,0,0,0,0,0,1013,0,49.6,1,0,0,0,0,6,22000000
423,Geoff Cameron,32,"DF,MF",Stoke City,Premier League,1525,58,0,0,0.4,0.2,0,0,576,0,68.6,23,32,26,2,0,0,2500000
582,Peter Crouch,36,FW,Stoke City,Premier League,1567,27,5,2,4.2,2.7,1,9,620,0.11,59.8,15,0,1,4,0,0,1000000
742,Tom Edwards,18,DF,Stoke City,Premier League,481,12,0,0,0,0.3,0,0,207,0,68.6,4,16,6,0,0,0,1000000
2528,Mattia Valoti,23,"MF,FW",Hellas Verona,Serie A,1577,31,3,0,3.3,0.8,0,9,610,0,71.3,31,61,30,9,0,0,1000000
979,Lee Grant,34,GK,Stoke City,Premier League,270,0,0,0,0,0,0,0,71,0,63.4,0,0,0,0,0,1,1000000
1155,Stephen Ireland,30,MF,Stoke City,Premier League,131,0,0,0,0.3,0,0,0,70,0,81.4,0,2,1,1,0,0,1000000
1192,Jesé,24,"FW,MF",Stoke City,Premier League,614,1,1,1,0.8,0.7,1,4,161,0.15,72.7,16,8,1,0,0,0,7500000
1199,Glen Johnson,32,DF,Stoke City,Premier League,547,11,0,0,0.2,0.3,1,1,224,0,63.4,5,9,4,3,0,0,2500000
411,Luca Caldirola,26,DF,Werder Bremen,Bundesliga,90,3,0,0,0,0,0,0,34,0,67.6,0,1,0,0,0,0,1000000
1600,Eric Maxim Choupo-Moting,28,"FW,MF",Stoke City,Premier League,2314,20,5,5,5.2,3.3,7,17,699,0.19,68.7,102,40,22,3,0,0,8000000
401,Cafú,24,MF,Metz,Ligue 1,679,9,0,0,0.2,0.1,0,3,281,0,82.2,11,12,9,2,0,0,1000000
1799,Julien Ngoy,19,"FW,MF",Stoke City,Premier League,20,0,0,0,0,0,0,0,5,0,80,0,1,0,0,0,0,25000
1971,Erik Pieters,28,"DF,MF",Stoke City,Premier League,2718,88,0,1,0,1.3,0,1,1284,0.03,70.6,18,69,46,5,0,0,6000000
2288,Xherdan Shaqiri,25,"FW,MF",Stoke City,Premier League,3039,2,8,7,5.3,7,8,30,1261,0.21,70.8,66,22,15,5,0,0,18000000
1615,Gareth McAuley,37,DF,West Brom,Premier League,458,10,0,0,0,0,0,0,140,0,66.4,1,6,8,0,0,0,1000000
2334,Ramadan Sobhi,20,"MF,FW",Stoke City,Premier League,1238,4,2,0,1.8,1.2,1,6,448,0,74.6,55,34,13,2,0,0,7000000
2505,Josh Tymon,18,DF,Stoke City,Premier League,163,2,0,0,0,0,0,0,87,0,83.9,1,5,1,0,0,0,2000000
